id_corrida,id_evento,docente_id,estudiante_id,mecanismo,tipo_ataque,campo_alterado,valor_original,valor_adulterado,detectado,regla_violada,tiempo_deteccion_us
198,25,11,25,M1,T3,reloj_lamport,9.05,LAMPORT_15,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
199,33,5,33,M1,T4,cadena_hash_truncada,8.35,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
200,30,2,30,M1,T5,timestamp_evento,9.2,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
201,29,1,29,M1,T1,calificacion_tabla_bd,8.7,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
202,28,14,28,M1,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
203,29,1,29,M1,T3,reloj_lamport,8.7,LAMPORT_19,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
204,24,10,24,M1,T4,cadena_hash_truncada,9.15,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
205,33,5,33,M1,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
206,31,3,31,M1,T1,calificacion_tabla_bd,7.95,9.45,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
207,26,12,26,M1,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
208,28,14,28,M1,T3,reloj_lamport,8.8,LAMPORT_18,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
209,25,11,25,M1,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
210,26,12,26,M1,T5,timestamp_evento,7.8,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
211,24,10,24,M1,T1,calificacion_tabla_bd,9.15,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
212,27,13,27,M1,T2,payload_bitacora,8.3,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
213,31,3,31,M1,T3,reloj_lamport,7.95,LAMPORT_21,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
214,30,2,30,M1,T4,cadena_hash_truncada,9.2,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
215,30,2,30,M1,T5,timestamp_evento,9.2,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
216,25,11,25,M1,T1,calificacion_tabla_bd,9.05,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
217,24,10,24,M1,T2,payload_bitacora,9.15,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
218,31,3,31,M1,T3,reloj_lamport,7.95,LAMPORT_21,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
219,25,11,25,M1,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
220,27,13,27,M1,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
221,27,13,27,M1,T1,calificacion_tabla_bd,8.3,9.8,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
222,28,14,28,M1,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
223,31,3,31,M1,T3,reloj_lamport,7.95,LAMPORT_21,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
224,33,5,33,M1,T4,cadena_hash_truncada,8.35,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
225,27,13,27,M1,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
226,27,13,27,M1,T1,calificacion_tabla_bd,8.3,9.8,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
227,32,4,32,M1,T2,payload_bitacora,8.45,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
228,29,1,29,M1,T3,reloj_lamport,8.7,LAMPORT_19,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
229,29,1,29,M1,T4,cadena_hash_truncada,8.7,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
230,25,11,25,M1,T5,timestamp_evento,9.05,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
231,29,1,29,M1,T1,calificacion_tabla_bd,8.7,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
232,29,1,29,M1,T2,payload_bitacora,8.7,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
233,25,11,25,M1,T3,reloj_lamport,9.05,LAMPORT_15,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
234,28,14,28,M1,T4,cadena_hash_truncada,8.8,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
235,32,4,32,M1,T5,timestamp_evento,8.45,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
236,29,1,29,M1,T1,calificacion_tabla_bd,8.7,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
237,24,10,24,M1,T2,payload_bitacora,9.15,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
238,32,4,32,M1,T3,reloj_lamport,8.45,LAMPORT_22,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
239,33,5,33,M1,T4,cadena_hash_truncada,8.35,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
240,28,14,28,M1,T5,timestamp_evento,8.8,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
241,24,10,24,M1,T1,calificacion_tabla_bd,9.15,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
242,26,12,26,M1,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
243,23,9,23,M1,T3,reloj_lamport,8.65,LAMPORT_13,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
244,24,10,24,M1,T4,cadena_hash_truncada,9.15,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
245,23,9,23,M1,T5,timestamp_evento,8.65,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
246,29,1,29,M1,T1,calificacion_tabla_bd,8.7,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
247,31,3,31,M1,T2,payload_bitacora,7.95,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
248,29,1,29,M1,T3,reloj_lamport,8.7,LAMPORT_19,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
249,28,14,28,M1,T4,cadena_hash_truncada,8.8,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
250,27,13,27,M1,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
251,30,2,30,M1,T1,calificacion_tabla_bd,9.2,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
252,24,10,24,M1,T2,payload_bitacora,9.15,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
253,27,13,27,M1,T3,reloj_lamport,8.3,LAMPORT_17,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
254,25,11,25,M1,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
255,25,11,25,M1,T5,timestamp_evento,9.05,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
256,31,3,31,M1,T1,calificacion_tabla_bd,7.95,9.45,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
257,26,12,26,M1,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
258,29,1,29,M1,T3,reloj_lamport,8.7,LAMPORT_19,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
259,26,12,26,M1,T4,cadena_hash_truncada,7.8,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
260,30,2,30,M1,T5,timestamp_evento,9.2,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
261,27,13,27,M1,T1,calificacion_tabla_bd,8.3,9.8,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
262,26,12,26,M1,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
263,25,11,25,M1,T3,reloj_lamport,9.05,LAMPORT_15,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
264,24,10,24,M1,T4,cadena_hash_truncada,9.15,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
265,27,13,27,M1,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
266,23,9,23,M1,T1,calificacion_tabla_bd,8.65,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
267,26,12,26,M1,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
268,25,11,25,M1,T3,reloj_lamport,9.05,LAMPORT_15,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
269,30,2,30,M1,T4,cadena_hash_truncada,9.2,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
270,28,14,28,M1,T5,timestamp_evento,8.8,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
271,29,1,29,M1,T1,calificacion_tabla_bd,8.7,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
272,32,4,32,M1,T2,payload_bitacora,8.45,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
273,27,13,27,M1,T3,reloj_lamport,8.3,LAMPORT_17,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
274,23,9,23,M1,T4,cadena_hash_truncada,8.65,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
275,25,11,25,M1,T5,timestamp_evento,9.05,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
276,29,1,29,M1,T1,calificacion_tabla_bd,8.7,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
277,32,4,32,M1,T2,payload_bitacora,8.45,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
278,30,2,30,M1,T3,reloj_lamport,9.2,LAMPORT_20,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
279,30,2,30,M1,T4,cadena_hash_truncada,9.2,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
280,31,3,31,M1,T5,timestamp_evento,7.95,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
281,32,4,32,M1,T1,calificacion_tabla_bd,8.45,9.95,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
282,29,1,29,M1,T2,payload_bitacora,8.7,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
283,24,10,24,M1,T3,reloj_lamport,9.15,LAMPORT_14,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
284,32,4,32,M1,T4,cadena_hash_truncada,8.45,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
285,31,3,31,M1,T5,timestamp_evento,7.95,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
286,27,13,27,M1,T1,calificacion_tabla_bd,8.3,9.8,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
287,25,11,25,M1,T2,payload_bitacora,9.05,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
288,29,1,29,M1,T3,reloj_lamport,8.7,LAMPORT_19,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
289,25,11,25,M1,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
290,27,13,27,M1,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
291,30,2,30,M1,T1,calificacion_tabla_bd,9.2,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
292,33,5,33,M1,T2,payload_bitacora,8.35,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
293,28,14,28,M1,T3,reloj_lamport,8.8,LAMPORT_18,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
294,33,5,33,M1,T4,cadena_hash_truncada,8.35,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
295,25,11,25,M1,T5,timestamp_evento,9.05,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
296,23,9,23,M1,T1,calificacion_tabla_bd,8.65,10.0,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
297,33,5,33,M1,T2,payload_bitacora,8.35,PAYLOAD_ALTERADO_10.00,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
298,24,10,24,M1,T3,reloj_lamport,9.15,LAMPORT_14,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
299,29,1,29,M1,T4,cadena_hash_truncada,8.7,EVENTO_ELIMINADO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
300,32,4,32,M1,T5,timestamp_evento,8.45,TIMESTAMP_RETROACTIVO,False,SIN_PROTECCION_CRIPTOGRAFICA,0.0
301,26,12,26,M2,T1,calificacion_tabla_bd,7.8,9.3,True,ESTADO_ACADEMICO_DIVERGENTE,2902.8
302,28,14,28,M2,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,93.9
303,29,1,29,M2,T3,reloj_lamport,8.7,LAMPORT_19,True,LAMPORT_NO_MONOTONICO,95.8
304,31,3,31,M2,T4,cadena_hash_truncada,7.95,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,89.2
305,25,11,25,M2,T5,timestamp_evento,9.05,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,53.3
306,23,9,23,M2,T1,calificacion_tabla_bd,8.65,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,1522.9
307,28,14,28,M2,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,57.2
308,27,13,27,M2,T3,reloj_lamport,8.3,LAMPORT_17,True,LAMPORT_NO_MONOTONICO,54.5
309,28,14,28,M2,T4,cadena_hash_truncada,8.8,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,55.7
310,27,13,27,M2,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,53.9
311,32,4,32,M2,T1,calificacion_tabla_bd,8.45,9.95,True,ESTADO_ACADEMICO_DIVERGENTE,2509.4
312,26,12,26,M2,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,52.7
313,33,5,33,M2,T3,reloj_lamport,8.35,LAMPORT_23,True,LAMPORT_NO_MONOTONICO,64.5
314,29,1,29,M2,T4,cadena_hash_truncada,8.7,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,56.6
315,25,11,25,M2,T5,timestamp_evento,9.05,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,80.5
316,26,12,26,M2,T1,calificacion_tabla_bd,7.8,9.3,True,ESTADO_ACADEMICO_DIVERGENTE,1692.2
317,31,3,31,M2,T2,payload_bitacora,7.95,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,62.6
318,33,5,33,M2,T3,reloj_lamport,8.35,LAMPORT_23,True,LAMPORT_NO_MONOTONICO,64.6
319,25,11,25,M2,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,50.2
320,33,5,33,M2,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,64.8
321,24,10,24,M2,T1,calificacion_tabla_bd,9.15,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,1714.7
322,24,10,24,M2,T2,payload_bitacora,9.15,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,92.1
323,26,12,26,M2,T3,reloj_lamport,7.8,LAMPORT_16,True,LAMPORT_NO_MONOTONICO,55.8
324,32,4,32,M2,T4,cadena_hash_truncada,8.45,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,69.0
325,33,5,33,M2,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,70.6
326,30,2,30,M2,T1,calificacion_tabla_bd,9.2,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,3799.6
327,26,12,26,M2,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,55.1
328,29,1,29,M2,T3,reloj_lamport,8.7,LAMPORT_19,True,LAMPORT_NO_MONOTONICO,57.4
329,30,2,30,M2,T4,cadena_hash_truncada,9.2,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,58.4
330,31,3,31,M2,T5,timestamp_evento,7.95,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,64.9
331,27,13,27,M2,T1,calificacion_tabla_bd,8.3,9.8,True,ESTADO_ACADEMICO_DIVERGENTE,1824.4
332,24,10,24,M2,T2,payload_bitacora,9.15,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,49.8
333,23,9,23,M2,T3,reloj_lamport,8.65,LAMPORT_13,True,LAMPORT_NO_MONOTONICO,45.5
334,25,11,25,M2,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,91.7
335,33,5,33,M2,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,68.9
336,33,5,33,M2,T1,calificacion_tabla_bd,8.35,9.85,True,ESTADO_ACADEMICO_DIVERGENTE,2783.3
337,25,11,25,M2,T2,payload_bitacora,9.05,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,51.3
338,28,14,28,M2,T3,reloj_lamport,8.8,LAMPORT_18,True,LAMPORT_NO_MONOTONICO,57.5
339,24,10,24,M2,T4,cadena_hash_truncada,9.15,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,90.9
340,26,12,26,M2,T5,timestamp_evento,7.8,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,54.9
341,27,13,27,M2,T1,calificacion_tabla_bd,8.3,9.8,True,ESTADO_ACADEMICO_DIVERGENTE,2173.3
342,28,14,28,M2,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,58.1
343,28,14,28,M2,T3,reloj_lamport,8.8,LAMPORT_18,True,LAMPORT_NO_MONOTONICO,56.4
344,25,11,25,M2,T4,cadena_hash_truncada,9.05,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,93.5
345,30,2,30,M2,T5,timestamp_evento,9.2,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,122.0
346,24,10,24,M2,T1,calificacion_tabla_bd,9.15,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,1717.6
347,31,3,31,M2,T2,payload_bitacora,7.95,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,64.6
348,28,14,28,M2,T3,reloj_lamport,8.8,LAMPORT_18,True,LAMPORT_NO_MONOTONICO,55.9
349,24,10,24,M2,T4,cadena_hash_truncada,9.15,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,48.6
350,29,1,29,M2,T5,timestamp_evento,8.7,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,58.1
351,27,13,27,M2,T1,calificacion_tabla_bd,8.3,9.8,True,ESTADO_ACADEMICO_DIVERGENTE,1823.9
352,31,3,31,M2,T2,payload_bitacora,7.95,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,61.6
353,30,2,30,M2,T3,reloj_lamport,9.2,LAMPORT_20,True,LAMPORT_NO_MONOTONICO,69.2
354,27,13,27,M2,T4,cadena_hash_truncada,8.3,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,54.6
355,27,13,27,M2,T5,timestamp_evento,8.3,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,55.2
356,28,14,28,M2,T1,calificacion_tabla_bd,8.8,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,1935.0
357,33,5,33,M2,T2,payload_bitacora,8.35,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,65.2
358,27,13,27,M2,T3,reloj_lamport,8.3,LAMPORT_17,True,LAMPORT_NO_MONOTONICO,52.5
359,26,12,26,M2,T4,cadena_hash_truncada,7.8,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,155.6
360,28,14,28,M2,T5,timestamp_evento,8.8,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,57.7
361,29,1,29,M2,T1,calificacion_tabla_bd,8.7,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,2078.3
362,30,2,30,M2,T2,payload_bitacora,9.2,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,60.6
363,30,2,30,M2,T3,reloj_lamport,9.2,LAMPORT_20,True,LAMPORT_NO_MONOTONICO,59.5
364,23,9,23,M2,T4,cadena_hash_truncada,8.65,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,46.9
365,33,5,33,M2,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,128.8
366,33,5,33,M2,T1,calificacion_tabla_bd,8.35,9.85,True,ESTADO_ACADEMICO_DIVERGENTE,5267.2
367,30,2,30,M2,T2,payload_bitacora,9.2,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,113.2
368,31,3,31,M2,T3,reloj_lamport,7.95,LAMPORT_21,True,LAMPORT_NO_MONOTONICO,63.5
369,26,12,26,M2,T4,cadena_hash_truncada,7.8,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,60.6
370,30,2,30,M2,T5,timestamp_evento,9.2,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,125.3
371,30,2,30,M2,T1,calificacion_tabla_bd,9.2,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,4235.3
372,28,14,28,M2,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,58.0
373,30,2,30,M2,T3,reloj_lamport,9.2,LAMPORT_20,True,LAMPORT_NO_MONOTONICO,69.1
374,29,1,29,M2,T4,cadena_hash_truncada,8.7,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,57.5
375,30,2,30,M2,T5,timestamp_evento,9.2,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,61.0
376,25,11,25,M2,T1,calificacion_tabla_bd,9.05,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,1634.9
377,26,12,26,M2,T2,payload_bitacora,7.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,51.8
378,31,3,31,M2,T3,reloj_lamport,7.95,LAMPORT_21,True,LAMPORT_NO_MONOTONICO,118.3
379,33,5,33,M2,T4,cadena_hash_truncada,8.35,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,100.7
380,33,5,33,M2,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,82.1
381,31,3,31,M2,T1,calificacion_tabla_bd,7.95,9.45,True,ESTADO_ACADEMICO_DIVERGENTE,2615.3
382,32,4,32,M2,T2,payload_bitacora,8.45,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,65.4
383,30,2,30,M2,T3,reloj_lamport,9.2,LAMPORT_20,True,LAMPORT_NO_MONOTONICO,58.5
384,28,14,28,M2,T4,cadena_hash_truncada,8.8,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,54.5
385,28,14,28,M2,T5,timestamp_evento,8.8,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,56.4
386,33,5,33,M2,T1,calificacion_tabla_bd,8.35,9.85,True,ESTADO_ACADEMICO_DIVERGENTE,3079.3
387,29,1,29,M2,T2,payload_bitacora,8.7,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,60.6
388,26,12,26,M2,T3,reloj_lamport,7.8,LAMPORT_16,True,LAMPORT_NO_MONOTONICO,90.9
389,27,13,27,M2,T4,cadena_hash_truncada,8.3,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,54.5
390,24,10,24,M2,T5,timestamp_evento,9.15,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,49.6
391,33,5,33,M2,T1,calificacion_tabla_bd,8.35,9.85,True,ESTADO_ACADEMICO_DIVERGENTE,2705.8
392,30,2,30,M2,T2,payload_bitacora,9.2,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,59.9
393,26,12,26,M2,T3,reloj_lamport,7.8,LAMPORT_16,True,LAMPORT_NO_MONOTONICO,51.9
394,32,4,32,M2,T4,cadena_hash_truncada,8.45,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,70.1
395,33,5,33,M2,T5,timestamp_evento,8.35,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,64.8
396,27,13,27,M2,T1,calificacion_tabla_bd,8.3,9.8,True,ESTADO_ACADEMICO_DIVERGENTE,1851.0
397,28,14,28,M2,T2,payload_bitacora,8.8,PAYLOAD_ALTERADO_10.00,True,HASH_ACTUAL_INVALIDO,61.9
398,28,14,28,M2,T3,reloj_lamport,8.8,LAMPORT_18,True,LAMPORT_NO_MONOTONICO,53.6
399,27,13,27,M2,T4,cadena_hash_truncada,8.3,EVENTO_ELIMINADO,True,HASH_ANTERIOR_INVALIDO,52.4
400,29,1,29,M2,T5,timestamp_evento,8.7,TIMESTAMP_RETROACTIVO,True,HASH_ACTUAL_INVALIDO,59.0
401,28,14,28,M2,T1,calificacion_tabla_bd,8.8,10.0,True,ESTADO_ACADEMICO_DIVERGENTE,1986.6
